#,Company name,Symbol,Price (USD),Market cap (In millions),Sector,Provided by GlobeFunder.com
1575,Pinnacle Financial Partners,PNFP,$70.74,"$5,408.41",Financial Services,
1576,PNM Resources Inc,PNM,$49.01,"$4,206.77",Energy,
1577,Insulet Corporation,PODD,$298.99,"$20,764.47",Medical technology,
1578,Pool Corp,POOL,$313.02,"$12,223.62",Swimming Pool Supplies,
1579,Portland General Electric Company,POR,$48.37,"$4,318.13",Electric utilities,
1580,Poshmark,POSH,$17.85,"$1,414.47",Fashion E-Commerce,
1581,Post Holdings,POST,$90.81,"$5,334.69",Food,
1582,Power Integrations,POWI,$71.73,"$4,102.80",Semiconductors,
1583,Pacific Premier Bancorp Inc,PPBI,$31.42,"$2,985.28",Banking,
1584,Pilgrims Pride Corp,PPC,$23.43,"$5,540.48",Food production,
1585,PPG Industries,PPG,$126.17,"$29,653.41",Paints & Coatings,
1586,PPL Corporation,PPL,$29.13,"$21,448.95",Energy Provider,
1587,Permian Resources,PR,$8.84,"$4,930.96",Energy,
1588,ProAssurance,PRA,$17.19,$927.63,Insurance,
1589,PRA Group Inc,PRAA,$32.54,"$1,268.31",Collection agency,
1590,PROCEPT BioRobotics,PRCT,$43.00,"$1,922.96",Services,
1591,Perficient,PRFT,$72.21,"$2,500.52",Consulting,
1592,PROG Holdings,PRG,$17.64,$882.58,Financial,
1593,Perrigo,PRGO,$31.51,"$4,242.50",Pharmaceutical,
1594,Progress Software Corporation,PRGS,$50.97,"$2,191.62",Software,
1595,Primerica,PRI,$137.63,"$5,078.29",Insurance,
1596,Primoris Services Corporation,PRIM,$20.89,"$1,109.49",Construction Services,
1597,Primo Water Corp,PRMW,$15.56,"$2,503.47",Beverage,
1598,PROS Holdings,PRO,$24.03,"$1,089.09",Software,
1599,Prudential Financial,PRU,$97.87,"$36,016.16",Life Insurance,
1600,"Privia Health Group, Inc.",PRVA,$23.81,"$2,719.77",Healthcare,
1601,Public Storage,PSA,$286.47,"$50,315.10",Self Storage,
1602,PriceSmart Inc,PSMT,$61.41,"$1,897.86",Membership warehouse clubs,
1603,Parsons,PSN,$46.63,"$4,826.34",Technology,
1604,Polestar,PSNY,$4.99,-,Automotive,
1605,Pure Storage,PSTG,$28.62,"$8,555.04",Data Storage,
1606,Phillips 66,PSX,$100.64,"$47,565.70",Oil & Gas,
1607,PTC,PTC,$123.51,"$14,508.97",Software,
1608,PTC Therapeutics Inc,PTCT,$39.22,"$2,819.21",Pharmaceutical,
1609,Patterson-UTI Energy,PTEN,$16.19,"$3,510.34",Oil & Gas,
1610,Portillo's Inc,PTLO,$18.20,"$1,312.95",Restaurant,
1611,Peloton Interactive,PTON,$10.71,"$3,641.98",Digital Fitness,
1612,Proterra,PTRA,$4.53,"$1,021.74",EV Technology,
1613,PetroChina,PTRCY,$42.25,-,Oil & Gas,
1614,Pactiv Evergreen Inc,PTVE,$11.50,"$2,044.73",Beverage,
1615,Pubmatic,PUBM,$12.97,$681.78,Advertising,
1616,PVH Corp,PVH,$69.89,"$4,429.03",Clothing,
1617,Quanta Services,PWR,$143.27,"$20,473.44",Engineering,
1618,PowerSchool Holdings,PWSC,$21.40,"$4,267.62",Education,
1619,P10 INC,PX,$10.44,"$1,222.04",Investment,
1620,Pioneer Natural Resources,PXD,$218.92,"$52,015.11",Oil & Gas,
1621,PAYCOR HCM INC,PYCR,$25.12,"$4,417.50",Technology,
1622,PayPal,PYPL,$69.26,"$78,958.27",Digital Payments,
1623,Papa John's International,PZZA,$83.50,"$2,949.90",Restaurant Chain,
1624,D-Wave Systems,QBTS,$2.13,$237.51,Computer Hardware,
1625,Qualcomm,QCOM,$114.53,"$128,388.01",Wireless Tech,
1626,Quidel Corporation,QDEL,$82.59,"$5,454.69",Healthcare,
1627,Qiagen,QGEN,$49.58,"$10,737.83",Biotechnology,
1628,Qualys,QLYS,$113.44,"$4,309.36",Cybersecurity,
1629,Qurate Retail,QRTEA,$1.60,$640.99,Retail,
1630,Qorvo,QRVO,$94.59,"$9,590.42",Semiconductors,
1631,QuantumScape,QS,$6.19,"$2,698.58",Batteries,
1632,Restaurant Brands International,QSR,$65.99,"$20,240.60",Restaurant Chains,
1633,Quanterix,QTRX,$13.43,$497.64,Biotechnology,
1634,Q2 Holdings,QTWO,$26.59,"$1,529.38",Banking Tech,
1635,Ryder System,R,$84.51,"$4,246.72",Transportation,
1636,Ferrari,RACE,$218.11,"$40,045.18",Luxury Sports Cars,
1637,Rite Aid,RAD,$4.27,$241.41,Pharma retail,
1638,Radius Global Infrastructure,RADI,$12.03,"$1,146.26",Aggregator,
1639,Liveramp Holdings Inc,RAMP,$22.66,"$1,506.35",Data,
1640,Ritchie Bros Auctioneers,RBA,$55.18,"$6,116.73",Auctions,
1641,RBC Bearings,RBC,$206.46,"$5,990.92",Bearing Products,
1642,Roblox,RBLX,$27.62,"$16,594.54",Gaming,
1643,Ready Capital Corp.,RC,$12.10,"$1,337.21",Real estate,
1644,Rogers Communications,RCI,$44.51,"$22,498.23",Telecommunications,
1645,Rent-A-Center Inc,RCII,$23.08,"$1,284.86",Furniture,
1646,Rocket Pharmaceuticals Inc,RCKT,$22.24,"$1,750.93",Healthcare,
1647,Royal Caribbean Cruises,RCL,$53.41,"$13,629.27",Cruise Operator,
1648,R1 RCM Inc,RCM,$10.77,"$4,485.82",Management,
1649,Arcus Biosciences Inc,RCUS,$30.89,"$2,236.67",Biotechnology,
1650,Redfin Corporation,RDFN,$4.93,$536.13,Real Estate,
1651,Radian Group,RDN,$18.71,"$2,937.95",Financial Services,
1652,RadNet,RDNT,$19.73,"$1,131.73",Radiology,
1653,Everest Re Group,RE,$323.11,"$12,654.61",Insurance,
1654,Regency Centers,REG,$62.73,"$10,734.53",Real estate,
1655,Regeneron Pharmaceuticals,REGN,$723.17,"$78,754.59",Biotechnology,
1656,Remitly Global,RELY,$9.58,"$1,634.96",Financial Services,
1657,RPC,RES,$8.36,"$1,811.04",Oil & Gas Equipment,
1658,Reata Pharmaceuticals,RETA,$37.52,"$1,374.87",Pharmaceuticals,
1659,Reynolds Consumer Products Inc,REYN,$30.13,"$6,323.16",Manufacturer,
1660,Resideo Technologies,REZI,$16.55,"$2,413.71",Technologu,
1661,Regions Financial,RF,$20.58,"$19,230.89",Banking,
1662,Reinsurance Group of America,RGA,$137.24,"$9,172.57",Insurance,
1663,Repligen,RGEN,$164.84,"$9,152.65",Biotechnology,
1664,Royal Gold,RGLD,$107.40,"$7,049.48",Mining,
1665,Regenxbio,RGNX,$23.22,"$1,005.28",Biotechnology,
1666,"Sturm, Ruger & Co.",RGR,$52.36,$925.02,Firearms,
1667,Restoration Hardware Holdings,RH,$255.00,"$6,021.19",Home Decor,
1668,Robert Half International,RHI,$73.09,"$7,930.15",Human resources,
1669,Ryman Hospitality Properties,RHP,$87.06,"$4,802.52",Entertainment,
1670,B. Riley Financial,RILY,$39.93,"$1,141.28",Capital market,
1671,Rio Tinto,RIO,$69.43,"$93,776.20",Mining,
1672,Riot Blockchain,RIOT,$3.80,$635.73,Bitcoin mining,
1673,Rithm Capital Corp.,RITM,$8.06,"$3,818.14",Real Estate,
1674,Rivian Automotive,RIVN,$22.48,"$20,703.08",Automotive,
1675,Raymond James Financial,RJF,$106.75,"$22,958.04",Financial Services,
1676,Rocket Lab,RKLB,$4.07,"$1,926.16",Aerospace Manufacturing,
1677,Rocket Companies,RKT,$7.96,"$15,686.43",Mortages & Loans,
1678,Rocket Internet Growth,RKTA,$10.08,$336.42,General purpose SPAC,
1679,Ralph Lauren,RL,$105.18,"$6,938.99",Fashion Label,
1680,Relay Therapeutics,RLAY,$17.05,"$2,061.26",Healthcare,
1681,RLI Corp,RLI,$126.71,"$5,749.87",Insurance,
1682,RE/MAX Holdings,RMAX,$18.97,$346.12,Real Estate,
1683,Rambus,RMBS,$37.15,"$3,992.96",Technology,
1684,ResMed,RMD,$209.80,"$30,732.26",Medical Devices,
1685,Avidity Biosciences Inc,RNA,$18.42,"$1,003.20",Biotechnology,
1686,RingCentral,RNG,$39.40,"$3,783.36",Communications,
1687,Renaissancere Holdings Ltd,RNR,$182.24,"$7,964.23",Insurance,
1688,Renasant Corporation,RNST,$36.88,"$2,063.55",-,
1689,Construction Partners,ROAD,$26.62,"$1,402.64",Construction,
1690,Gibraltar Industries Inc,ROCK,$46.16,"$1,429.62",Energy,
1691,Rogers Corporation,ROG,$115.60,"$2,174.65",Manufacturer,
1692,Rockwell Automation,ROK,$253.07,"$29,063.60",Automation Products,
1693,Roku,ROKU,$45.85,"$6,385.51",TV Streaming,
1694,Rollins,ROL,$36.76,"$18,103.28",Industrials,
1695,Root Inc,ROOT,$5.17,$72.90,Insurance,
1696,Roper Technologies,ROP,$424.36,"$45,004.23",Conglomerate,
1697,Ross Stores,ROST,$113.95,"$39,241.07",Discount Stores,
1698,Rapid7,RPD,$37.13,"$2,199.43",Cybersecurity,
1699,RPM International,RPM,$99.44,"$12,837.58",Building Materials,
1700,Royalty Pharma,RPRX,$40.21,"$24,416.39",Pharmaceuticals,
1701,Range Resources Corporation,RRC,$26.55,"$6,415.41",Oil & Gas,
1702,Red Rock Resorts,RRR,$42.01,"$4,368.46",Hotels & Casinos,
1703,Regal Rexnord,RRX,$114.84,"$7,596.81",Electric Motors,
1704,Reliance Steel & Aluminum,RS,$201.17,"$11,806.85",Metals service,
1705,Republic Services,RSG,$131.55,"$41,569.91",Waste Management,
1706,Riskified,RSKD,$5.05,$854.79,Cybersecurity,
1707,Rentokil Initial PLC,RTO,$31.55,"$12,983.25",Services,
1708,Raytheon Technologies Corporation,RTX,$98.34,"$144,565.70",Aerospace,
1709,Sunrun,RUN,$29.16,"$6,214.10",Solar Power,
1710,Revolve Group,RVLV,$24.19,"$1,773.99",Fashion,
1711,Revolution Medicines Inc,RVMD,$24.30,"$2,157.62",Biotechnology,
1712,Revance Therapeutics,RVNC,$20.72,"$1,704.71",Biotechnology,
1713,Redwood Trust,RWT,$7.15,$810.45,REIT,
1714,Prometheus Biosciences Inc,RXDX,$108.76,"$5,045.77",Biotechnology,
1715,Recursion Pharmaceuticals Inc,RXRX,$8.43,"$1,597.95",Biotech,
1716,Rackspace Technology,RXT,$2.94,$620.66,Cloud Computing,
1717,Royal Bank of Canada,RY,$93.45,"$129,661.59",Financial Services,
1718,Ryanair Holdings,RYAAY,$77.38,"$14,464.62",Airlines,
1719,Ryan Specialty Group,RYAN,$40.17,"$10,428.26",Insurance,
1720,Ryerson Holding,RYI,$30.13,"$1,115.20",Industrial Products,
1721,Rayonier Inc,RYN,$33.56,"$4,913.99",Timber,
1722,Rhythm Pharmaceuticals Inc,RYTM,$28.03,"$1,579.44",Pharmaceutical,
1723,SentinelOne,S,$13.98,"$3,951.83",Cybersecurity,
1724,Safety Insurance Group,SAFT,$82.19,"$1,211.28",Insurance,
1725,Sage Therapeutic,SAGE,$40.26,"$2,395.22",Biopharmaceutical,
1726,Sonic Automotive Inc,SAH,$48.71,"$1,781.70",Automotive retailer,
1727,Saia,SAIA,$229.15,"$6,063.87",Transport,
1728,Science Applications International Corp,SAIC,$110.49,"$6,035.99",Information technology,
1729,Boston Beer Company Inc,SAM,$344.08,"$4,230.51",Beverage company,
1730,Sanmina Corporation,SANM,$59.18,"$3,398.69",Electronics,
1731,SAP,SAP,$105.36,"$122,272.90",Software,
1732,Sandy Spring Bancorp Inc,SASR,$33.50,"$1,495.58",Banking,
1733,EchoStar Corporation,SATS,$15.95,"$1,325.94",Satellite communication,
1734,Cassava Sciences,SAVA,$38.70,"$1,614.80",Biotechnology,
1735,Spirit Airlines,SAVE,$20.01,"$2,178.23",Airline,
1736,SBA Communications,SBAC,$280.29,"$30,261.65",Communications,
1737,Sinclair Broadcast Group,SBGI,$15.88,"$1,105.66",Telecommunications,
1738,Sally Beauty,SBH,$12.85,"$1,375.50",Retail,
1739,Signature Bank,SBNY,$113.87,"$7,165.72",Financial Services,
1740,SilverBow Resources,SBOW,$27.63,$616.42,Gas company,
1741,Sabra Healthcare REIT Inc,SBRA,$12.31,"$2,843.32",Real estate,
1742,Companhia de Saneamento Basico,SBS,$10.09,"$36,759.16",Utilities,
1743,Southside Bancshares,SBSI,$34.46,"$1,106.34",Bank holding,
1744,Sibanye-Stillwater,SBSW,$10.06,"$126,092.94",Gold Mining,
1745,Starbucks,SBUX,$98.83,"$113,436.98",Coffee Shops,
1746,Southern Copper,SCCO,$59.76,"$45,145.05",Copper Mining,
1747,Scholastic,SCHL,$36.98,"$1,272.32",-,
1748,Charles Schwab,SCHW,$78.19,"$145,960.25",Retail Broking,
1749,Service Corporation International,SCI,$68.10,"$10,474.15",Death Care,
1750,Stepan Company,SCL,$105.21,"$2,338.64",Chemical manufacturing,
1751,Sciplay Corp,SCPL,$15.66,"$1,976.97",Entertainment,
1752,Steelcase,SCS,$6.60,$744.37,Furniture,
1753,Schrodinger Inc,SDGR,$20.54,"$1,463.22",Software,
1754,Sea Limited,SE,$53.69,"$24,444.52",Online B2C Holding,
1755,SeaWorld Entertainment Inc,SEAS,$54.22,"$3,463.93",Park & entertainment company,
1756,Seaboard Corp.,SEB,"$3,819.99","$4,434.16",Agriculture,
1757,SolarEdge Technologies,SEDG,$320.53,"$17,915.98",Solar Power,
1758,Sealed Air,SEE,$50.37,"$7,286.40",Packaging,
1759,SEI Investments,SEIC,$58.26,"$7,855.10",Financial Services,
1760,Select Medical Holdings,SEM,$24.73,"$3,140.30",Healthcare,
1761,"SEMrush Holdings, Inc.",SEMR,$8.75,"$1,238.60",Management,
1762,Seneca Foods,SENEA,$58.80,$447.01,Food Processing,
1763,Stifel Financial,SF,$57.37,"$6,097.32",Banking,
1764,ServisFirst Bancshares,SFBS,$64.54,"$3,506.09",Banking,
1765,Stitch Fix,SFIX,$3.49,$386.72,Retail,
1766,SFL Corporation,SFL,$9.14,"$1,266.46",Ship-owning,
1767,Sprouts Farmers Market,SFM,$33.48,"$3,543.94",Organic Food,
1768,Simmons First National Corporation,SFNC,$19.99,"$2,538.12",Financial,
1769,Sweetgreen,SG,$9.81,"$1,086.49",Restaurant Chain,
1770,Seagen,SGEN,$129.61,"$24,064.03",Biotechnology,
1771,Signify Health,SGFY,$28.54,"$6,733.98",Healthcare,
1772,Smart Global Holdings,SGH,$16.43,$798.84,Electronics,
1773,SIGMA LITHIUM CORP,SGML,$29.83,"$4,237.31",Energy,
1774,Sangamo Therapeutics,SGMO,$3.44,$563.75,Biotechnology,
1775,Surgery Partners Inc,SGRY,$26.42,"$2,996.56",Healthcare,
1776,Shake Shack,SHAK,$48.45,"$2,042.14",Burger Restaurant,
1777,Sotera Health,SHC,$8.50,"$2,397.96",Diagnostics,
1778,Shell,SHEL,$54.96,"$161,412.43",Oli & Gas,
1779,Shenandoah Telecommunications,SHEN,$16.91,$847.16,Telecommunications,
1780,Shinhan Financial Group,SHG,$28.33,"$19,079,426.25",Financial Services,
1781,Shoals Technologies Group Inc,SHLS,$26.72,"$4,470.91",Technology,
1782,Sunstone Hotel Investors Inc,SHO,$10.05,"$2,114.52",Real estate,
1783,Steve Madden,SHOO,$31.71,"$2,469.69",Fashion,
1784,Shopify,SHOP,$36.09,"$45,436.26",E-commerce Platform,
1785,Sherwin-Williams,SHW,$240.47,"$62,316.21",Paints,
1786,The Shyft Group,SHYF,$22.82,$800.32,Manufacturing,
1787,Companhia Siderurgica Nacional,SID,$2.62,"$19,300.44",Steel Production,
1788,Signet Jewelers,SIG,$65.44,"$2,973.41",Jewellery,
1789,Selective Insurance Group Inc,SIGI,$86.50,"$5,213.80",Insurance,
1790,Silk Road Medical,SILK,$53.52,"$2,040.32",Medical Devices,
1791,Silicon Motion,SIMO,$64.72,"$2,138.71",Flash controllers,
1792,Sirius XM,SIRI,$5.96,"$23,181.64",Broadcasting,
1793,Site Centers Corp,SITC,$13.10,"$2,783.91",Real estate,
1794,Siteone Landscape Supply Inc,SITE,$116.89,"$5,272.07",Landscaping products,
1795,Sitime Corporation,SITM,$104.81,"$2,247.07",Technology,
1796,SVB Financial Group,SIVB,$213.40,"$12,612.82",Financial Services,
1797,Six Flags Entertainment,SIX,$21.37,"$1,777.05",Amusement Park,
1798,South Jersey Industries,SJI,$35.23,"$4,314.43",Utilities,
1799,JM Smucker,SJM,$155.33,"$16,564.24",Manufacturer,
1800,SJW Corporation,SJW,$76.70,"$2,325.49",Utilities,
1801,Skillsoft Corp,SKIL,$1.12,$184.18,Education,
1802,Beauty Health Co,SKIN,$9.58,"$1,371.87",Beauty,
1803,Tanger Factory Outlet Centers,SKT,$18.16,"$1,894.94",Real Estate,
1804,Skechers,SKX,$41.08,"$6,371.54",Footwear Specialist,
1805,Skyline Corporation,SKY,$53.09,"$3,022.12",House manufacture,
1806,SkyWest,SKYW,$16.65,$842.46,Airlines,
1807,Silicon Laboratories,SLAB,$137.48,"$4,575.73",Semiconductors,
1808,Schlumberger,SLB,$49.38,"$70,020.84",Oil & Gas Services,
1809,US Silica Holdings,SLCA,$11.59,$877.47,Silica Mining,
1810,Sun Life Financial,SLF,$45.65,"$26,768.65",Financial Services,
1811,SL Green Realty Corp,SLG,$34.13,"$2,195.11",Real Estate,
1812,Silgan Holdings Inc,SLGN,$52.35,"$5,762.64",Packaging manufacture,
1813,SLM Corporation,SLM,$16.04,"$4,013.16",Education Loans,
1814,Simulations Plus Inc,SLP,$37.96,$770.50,Software,
1815,Sylvamo,SLVM,$49.28,"$2,173.25",Paper Production,
1816,SM Energy Company,SM,$34.20,"$4,199.62",Oil & Gas,
1817,Smartsheet,SMAR,$42.00,"$5,515.86",Work Management,
1818,Super Micro Computer Inc,SMCI,$80.73,"$4,272.46",Technology,
1819,Sumitomo Mitsui Financial Group,SMFG,$6.78,"$6,489,916.21",Banking,
1820,The Scotts Miracle-Gro Company,SMG,$48.31,"$2,679.50",Garden products,
1821,Simply Good Foods Co,SMPL,$37.53,"$3,822.67",Food company,
1822,Nuscale Power Corp,SMR,$9.71,"$2,192.38",Energy,
1823,Semtech Corporation,SMTC,$27.70,"$1,768.31",Technology,
1824,Snap-On,SNA,$225.72,"$11,998.07",Manufacturing,
1825,Snap,SNAP,$8.47,"$13,662.97",Social Media,
1826,Sleep Number,SNBR,$27.13,$596.89,Retail,
1827,"Sun Country Airlines Holdings, Inc.",SNCY,$16.78,$976.04,Airlines,
1828,Schneider National,SNDR,$24.30,"$4,325.70",Logistics,
1829,Syndax Pharmaceuticals Inc,SNDX,$24.42,"$1,634.69",Biotechnology,
1830,Stonex Group Inc,SNEX,$91.97,"$1,875.64",Financial services,
1831,Snowflake,SNOW,$142.45,"$45,811.92",Cloud Services,
1832,Synopsys,SNPS,$329.12,"$50,163.52",Design Automation,
1833,Synovus Financial Corp,SNV,$35.84,"$5,213.21",Finance,
1834,Synnex,SNX,$95.15,"$9,091.63",IT Services,
1835,Sanofi,SNY,$46.98,"$112,489.65",Pharmaceuticals,
1836,Southern Company,SO,$69.43,"$75,586.50",Utilities,
1837,SoFi Technologies,SOFI,$4.64,"$4,305.63",Personal Finance,
1838,Sonoco Products Company,SON,$59.05,"$5,758.10",Consumer packaging,
1839,Sonos,SONO,$17.54,"$2,222.06",Audio Products,
1840,Sony,SONY,$78.37,"$13,550,315.35",Consumer Electronics,
1841,Sovos Brands,SOVO,$13.69,"$1,382.17",Food,
1842,Spectrum Brands Holdings,SPB,$58.01,"$2,366.08",Industrials,
1843,Virgin Galactic,SPCE,$4.11,"$1,128.44",Space Tourism,
1844,Simon Property,SPG,$116.32,"$39,887.69",Real Estate,
1845,S&P,SPGI,$339.60,"$110,641.72",Credit Ratings,
1846,Splunk,SPLK,$87.40,"$14,307.37",Software developer,
1847,Spotify,SPOT,$74.74,"$14,434.56",Music Streaming,
1848,Spirit Aerosystems Holdings Inc,SPR,$27.38,"$2,881.84",Industrials,
1849,SPS Commerce,SPSC,$126.24,"$4,549.91",Software,
1850,Sprout Social,SPT,$59.29,"$3,251.36",Social Media Management,
1851,SpartanNash,SPTN,$30.68,"$1,082.24",Retail,
1852,SunPower,SPWR,$21.15,"$3,683.96",Solar Power,
1853,SPX Corp,SPXC,$63.99,"$2,891.52",Equipment,
1854,Block,SQ,$62.51,"$37,385.42",Digital Payments,
1855,Chemical & Mining Co. of Chile,SQM,$85.25,"$23,244.07",Chemicals,
1856,Squarespace,SQSP,$21.09,"$2,885.74",Website Builder,
1857,Spire,SR,$65.80,"$3,457.14",Utilities,
1858,Spirit Realty Capital Inc,SRC,$40.68,"$5,681.38",Real Estate,
1859,1st Source,SRCE,$52.97,"$1,306.09",Financial Services,
1860,Stericycle,SRCL,$50.03,"$4,611.98",Industrials,
1861,Sempra Energy,SRE,$157.32,"$49,450.92",Utilities,
1862,Sarepta Therapeutics Inc,SRPT,$123.56,"$10,846.42",Medical,
1863,South State,SSB,$74.49,"$5,638.56",-,
1864,Simpson Manufacturing,SSD,$91.21,"$3,885.35",Engineering,
1865,Sasol,SSL,$14.81,"$167,918.98",Energy,
1866,SS&C Technologies Holdings,SSNC,$50.68,"$12,766.83",Software,
1867,SSR Mining,SSRM,$14.95,"$3,088.79",Mining company,
1868,Sutter Rock Capital,SSSS,$3.70,$104.83,Investment Fund,
1869,System1,SST,$4.34,$396.92,Software,
1870,Sensata Technologies Holding,ST,$40.95,"$6,263.77",-,
1871,STAAR Surgical Company,STAA,$54.24,"$2,614.71",Healthcare,
1872,istar Inc,STAR,$7.67,$786.78,Real estate,
1873,S&T Bancorp,STBA,$33.72,"$1,315.20",Financial Services,
1874,Stewart Information Services,STC,$42.43,"$1,151.00",Real estate,
1875,Stem,STEM,$10.99,"$1,697.83",Software,
1876,Stepstone Group,STEP,$26.46,"$2,878.27",Financials,
1877,Sterling Check Corp,STER,$14.69,"$1,425.87",Employment screening,
1878,Stellantis,STLA,$14.14,"$41,927.88",Automotive,
1879,Steel Dynamics,STLD,$101.02,"$17,736.22",Steel Production,
1880,Stantec Inc,STN,$48.26,"$5,344.85",Consulting,
1881,StoneCo,STNE,$8.99,"$2,807.55",Payments Solutions,
1882,Scorpio Tankers,STNG,$55.91,"$3,438.06",Transport,
1883,STORE Capital Corporation,STOR,$32.05,"$9,060.08",Real Estate,
1884,Strategic Education,STRA,$80.02,"$1,956.78",Education,
1885,State Street,STT,$77.70,"$28,511.24",Asset Management,
1886,Stevanato Group SpA,STVN,$17.50,"$5,171.95",Manufacturing,
1887,Seagate Technology,STX,$52.13,"$10,762.46",Computer Hardware,
1888,Constellation Brands,STZ,$231.36,"$42,677.96",Beverages,
1889,Suncor Energy,SU,$29.92,"$40,515.93",Oil & Gas,
1890,Sun Communities,SUI,$142.36,"$17,637.01",REIT,
1891,Summit Materials,SUM,$30.81,"$3,648.03",Basic Materials,
1892,Sumo Logic Inc,SUMO,$8.74,"$1,048.91",Data Analytics,
1893,ShockWave Medical,SWAV,$204.38,"$7,386.76",Medical Devices,
1894,Switch Inc,SWCH,#N/A,#N/A,Technology,
1895,Stanley Black & Decker,SWK,$76.31,"$11,289.44",Industrial Products,
1896,Skyworks Solutions,SWKS,$93.01,"$14,896.57",Semiconductors,
1897,Southwestern Energy,SWN,$6.18,"$6,820.11",Oil & Gas,
1898,SpringWorks Therapeutics,SWTX,$22.97,"$1,432.92",Healthcare,
1899,Southwest Gas Holdings,SWX,$63.69,"$4,271.55",Gas company,
1900,Sensient Technologies,SXT,$72.63,"$3,053.20","Colors, Flavors and, Fragrance",
1901,Stock Yards Bancorp Inc,SYBT,$64.86,"$1,897.68",Bank holding,
1902,Synchrony Financial,SYF,$33.21,"$14,962.48",Credit Solutions,
1903,Stryker,SYK,$239.84,"$90,755.45",Medical Devices,
1904,Synaptics,SYNA,$98.54,"$3,928.89",Hardware,
1905,Syneos Health,SYNH,$34.61,"$3,561.51",Clinical Research,
1906,Sysco,SYY,$78.68,"$39,872.47",Food Distribution,
1907,AT&T,T,$18.49,"$131,778.23",Communications,
1908,Takeda Pharmaceutical,TAK,$15.05,"$6,506,376.48",Pharmaceuticals,
1909,Tal Education Group,TAL,$7.46,"$4,840.03",Education,
1910,Talos Energy,TALO,$19.34,"$1,596.91",Oil & Gas,
1911,Molson Coors Brewing Company,TAP,$51.18,"$10,449.89",Beverage,
1912,Taro Pharmaceutical,TARO,$28.99,"$1,089.58",Pharmaceuticals,
1913,TaskUs,TASK,$17.10,"$1,668.53",BPO,
1914,Bancorp Inc,TBBK,$27.99,"$1,566.92",Banking,
1915,TrueBlue,TBI,$18.64,$609.88,Employment Agency,
1916,Triumph Bancorp,TBK,$0.08,$1.02,Payments network,
1917,Texas Capital Bancshares,TCBI,$54.78,"$2,733.48",Banking,
1918,TriCo Bancshares,TCBK,$48.58,"$1,619.03",Banking,
1919,Trip.com,TCOM,$34.82,"$186,876.52",Travel Agency,
1920,Toronto-Dominion Bank,TD,$63.25,"$114,801.72",Financial Services,
1921,TransDigm,TDG,$605.73,"$32,936.32",Aerospace and Defense,
1922,Teladoc,TDOC,$27.02,"$4,375.27",Healthcare Tech,
1923,Telephone and Data Systems Inc,TDS,$10.24,"$1,087.30",Telecommunications,
1924,Tidewater Inc,TDW,$31.06,"$1,568.33",Transport,
1925,Teledyne Technologies,TDY,$396.46,"$18,582.50",Industrial Conglomerate,
1926,Atlassian Corporation Plc,TEAM,$147.26,"$37,627.87",Business Software,
1927,Bio-Techne,TECH,$82.38,"$12,931.15",Biotechnology,
1928,Teck Resources,TECK,$37.35,"$19,137.60",Metals Mining,
1929,TE Connectivity,TEL,$116.44,"$36,938.32",Electronics,
1930,Tellurian,TELL,$2.42,"$1,366.86",Natural Gas,
1931,Tenneco,TEN,"$10,875.00","$18,576.79",Consumer Cyclical,
1932,Tenable,TENB,$37.66,"$4,237.28",Cybersecurity,
1933,Teradyne,TER,$89.02,"$13,865.41",Semiconductors,
1934,Teva Pharmaceutical Industries,TEVA,$8.69,"$34,255.78",Pharmaceuticals,
1935,Terex Corporation,TEX,$41.55,"$2,916.76",Manufacturer,
1936,Truist Financial Corp,TFC,$41.30,"$54,795.39",Banking,
1937,TFI International Inc,TFII,$105.53,"$12,487.35",Transport,
1938,TFS Financial Corporation,TFSL,$13.81,"$3,872.43",Bank holding,
1939,Teleflex,TFX,$247.01,"$11,586.35",Medical Devices,
1940,Triumph,TGI,$10.67,$693.56,Aerospace,
1941,Tecnoglass,TGLS,$31.33,"$1,493.65",Glass Products,
1942,Tegna,TGNA,$19.82,"$4,425.67",Broadcast,
1943,Target,TGT,$146.45,"$67,412.40",Discount Stores,
1944,Tenet Healthcare,THC,$44.30,"$4,789.85",Healthcare,
1945,The Hanover Insurance Group,THG,$133.89,"$4,761.44",Insurance,
1946,Gentherm Inc,THRM,$66.00,"$2,191.07",Thermal management,
1947,Treehouse Foods Inc,THS,$45.91,"$2,574.74",Food and beverages,
1948,UP Fintech,TIGR,$5.08,$782.15,Software Developer,
1949,TIM S.A.,TIMB,$11.53,"$29,727.47",Telecommunications,
1950,TELUS International,TIXT,$19.50,"$1,776.41",Technology,
1951,TJX Companies Inc,TJX,$77.65,"$89,724.89",Off-price Retail,
1952,Timken,TKR,$69.54,"$5,058.59",Manufacturing,
1953,Tilray,TLRY,$3.26,"$1,993.17",Cannabis,
1954,Toyota,TM,$140.43,"$31,161,611.80",Automobiles,
1955,TransMedics Group Inc,TMDX,$59.27,"$1,892.15",Medical technology,
1956,Tencent Music Entertainment Group,TME,$7.89,"$13,374.15",Entertainment,
1957,Taylor Morn Home,TMHC,$30.94,"$3,352.24",Construction,
1958,Thermo Fisher Scientific,TMO,$536.44,"$210,389.35",Medical Instruments,
1959,Timkensteel,TMST,$17.78,$790.67,Steel Production,
1960,T-Mobile,TMUS,$142.36,"$177,117.76",Communications,
1961,Tennant,TNC,$60.00,"$1,115.79",Manufacturer,
